,title,budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
184,home,135000000,63.473086,368871007,94.0,6.8,1519,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
185,war of the worlds,132000000,48.572726,591739379,116.0,6.2,2322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
186,bad boys ii,130000000,38.068736,273339556,147.0,6.3,1564,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187,puss in boots,130000000,20.678787,554987477,90.0,6.4,451,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188,salt,110000000,48.829437,293329073,100.0,6.2,2093,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
189,noah,125000000,46.115758,362637473,139.0,5.6,2350,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,the adventures of tintin,130000000,89.938296,371940071,107.0,6.7,2061,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,harry potter and the prisoner of azkaban,130000000,79.679601,789804554,141.0,7.7,5877,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
192,australia,130000000,28.840996999999998,49554002,165.0,6.3,694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193,after earth,130000000,42.840582,243843127,100.0,5.0,2532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,dinosaur,127500000,26.548594,354248063,82.0,6.2,542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,night at the museum secret of the tomb,127000000,115.597753,349424282,97.0,6.1,1851,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
196,megamind,130000000,68.757242,321887208,95.0,6.7,1918,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
197,harry potter and the philosophers stone,125000000,109.984351,976475550,152.0,7.5,7006,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
198,ripd,130000000,39.448066,61648500,96.0,5.4,1260,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,pirates of the caribbean the curse of the black pearl,140000000,271.972889,655011224,143.0,7.5,6985,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,the hunger games mockingjay  part 1,125000000,206.227151,752100229,123.0,6.6,5584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
201,the da vinci code,125000000,45.313196999999995,767820459,149.0,6.5,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
202,rio 2,103000000,42.400240000000004,500188435,102.0,6.3,978,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,x2,110000000,2.871739,407711549,133.0,6.8,3506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
204,fast five,125000000,7.255717999999999,626137675,130.0,7.1,2438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,sherlock holmes a game of shadows,125000000,81.49962099999999,334615000,129.0,7.0,3886,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
206,clash of the titans,125000000,47.686442,232713139,106.0,5.6,2233,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,total recall,65000000,43.129703000000006,261317921,113.0,7.1,1710,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,the 13th warrior,160000000,27.220157,61698899,102.0,6.4,510,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209,the bourne legacy,130000000,90.33681,276572938,120.0,6.0,2651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,batman  robin,125000000,50.073575,238207122,125.0,4.2,1418,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,how the grinch stole christmas,123000000,45.419668,345141403,104.0,6.2,1386,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
212,the day after tomorrow,125000000,41.380094,544272402,124.0,6.2,2392,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
213,mission impossible ii,125000000,54.931334,546388105,123.0,5.9,1928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,the perfect storm,120000000,25.752118,325756637,130.0,6.2,597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,fantastic 4 rise of the silver surfer,130000000,60.810722999999996,289047763,92.0,5.4,2589,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
216,life of pi,120000000,51.328145,609016565,127.0,7.2,5797,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,ghost rider,110000000,46.834703999999995,228738393,114.0,5.2,1712,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
218,jason bourne,120000000,62.641286,415484914,123.0,5.9,2341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,charlies angels full throttle,120000000,33.616115,259175788,106.0,5.2,914,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,prometheus,130000000,68.889395,403170142,124.0,6.3,5080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,stuart little 2,120000000,27.990284000000003,169956806,78.0,5.4,613,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,elysium,115000000,67.33766999999999,286140700,109.0,6.4,3439,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
223,the chronicles of riddick,105000000,27.835435999999998,115772733,119.0,6.3,1570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,robocop,120000000,66.757869,242688965,102.0,5.7,2342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225,speed racer,120000000,17.060695000000003,93945766,135.0,5.7,354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
226,how do you know,120000000,11.137655,48668907,121.0,4.9,223,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
227,knight and day,117000000,44.906918,261930431,109.0,5.9,1547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,oblivion,120000000,67.698004,286168572,124.0,6.4,4800,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
229,star wars episode iii  revenge of the sith,113000000,44.108427,850000000,140.0,7.1,4116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,star wars episode ii  attack of the clones,120000000,43.987061,649398328,142.0,6.4,3992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,monsters inc,115000000,106.815545,562816256,92.0,7.5,5996,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,the wolverine,120000000,15.953444000000001,415440673,126.0,6.3,4053,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,star wars episode i  the phantom menace,115000000,54.035265,924317558,136.0,6.3,4432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,the croods,135000000,64.18332099999999,585178928,98.0,6.8,2399,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
235,asterix at the olympic games,97250400,20.344364000000002,132900000,116.0,5.0,471,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
236,windtalkers,115000000,18.714197,77628265,134.0,5.8,341,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
237,the huntsman winters war,115000000,60.467983999999994,164602163,114.0,6.0,1523,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,teenage mutant ninja turtles,125000000,143.350376,477200000,101.0,5.8,2636,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
239,gravity,105000000,110.153618,716392705,91.0,7.3,5751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
240,dantes peak,116000000,16.90444,178127760,108.0,5.7,428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,teenage mutant ninja turtles out of the shadows,135000000,39.873791,245623848,112.0,5.8,963,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,fantastic four,120000000,38.126095,167977596,100.0,4.4,2278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,night at the museum,110000000,48.780039,574480841,108.0,6.3,2862,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
244,san andreas,110000000,100.412364,470490832,114.0,6.0,2968,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
245,tomorrow never dies,110000000,42.887121,333011068,119.0,6.0,925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,the patriot,110000000,23.657284,215294342,165.0,6.8,1099,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
247,oceans twelve,110000000,76.840712,362744280,125.0,6.4,2124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,mr  mrs smith,110000000,44.635452,478207520,120.0,6.5,2965,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
249,insurgent,110000000,103.71838699999999,295238201,119.0,6.2,3829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,the aviator,116000000,45.616098,102000000,170.0,7.0,1489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,gullivers travels,112000000,22.845143,237382724,85.0,4.9,621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,the green hornet,120000000,31.703608000000003,227817248,119.0,5.5,1251,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,300 rise of an empire,110000000,71.51059599999999,337580051,102.0,6.1,2397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,the smurfs,110000000,36.65422,563749323,103.0,5.5,1179,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
255,home on the range,110000000,19.625972,103951461,76.0,5.7,389,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,allegiant,110000000,86.105615,179246868,121.0,5.9,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,real steel,110000000,37.195046000000005,299268508,127.0,6.6,2692,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
258,the smurfs 2,105000000,32.473628000000005,347434178,105.0,5.5,695,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
259,speed 2 cruise control,160000000,23.336875,164508066,121.0,4.1,434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,enders game,110000000,45.94834,125537191,114.0,6.6,2303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,live free or die hard,110000000,48.933370000000004,383531464,128.0,6.4,2089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,the lord of the rings the fellowship of the ring,93000000,138.049577,871368364,178.0,8.0,8705,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263,around the world in 80 days,110000000,22.643776000000003,72178895,120.0,5.7,672,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,ali,107000000,18.866672,87713825,157.0,6.7,447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,the cat in the hat,0,18.251129000000002,0,82.0,4.9,366,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
266,i robot,120000000,95.914473,347234916,115.0,6.7,3793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,kingdom of heaven,130000000,44.490453,211643158,144.0,6.6,1157,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
268,stuart little,133000000,30.475296999999998,300135367,84.0,5.8,959,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
269,the princess and the frog,105000000,62.479574,267045765,97.0,6.7,1247,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
270,the martian,108000000,167.93287,630161890,141.0,7.6,7268,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
271,the island,126000000,37.68056,162949164,136.0,6.5,1770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
272,town  country,90000000,1.004579,10372291,104.0,3.7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
273,gone in sixty seconds,90000000,52.995628,237202299,118.0,6.1,1485,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,gladiator,103000000,95.301296,457640427,155.0,7.9,5439,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,minority report,102000000,65.948959,358372926,145.0,7.1,2608,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
276,harry potter and the chamber of secrets,100000000,132.397737,876688482,161.0,7.4,5815,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
277,casino royale,150000000,88.935165,599045960,144.0,7.3,3855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
278,planet of the apes,100000000,51.188633,362211740,119.0,5.6,1243,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
279,terminator 2 judgment day,100000000,101.74155,520000000,137.0,7.7,4185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
280,public enemies,80000000,33.691694,214104620,140.0,6.5,1344,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
281,american gangster,100000000,42.361215,266465037,157.0,7.4,1502,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,true lies,115000000,38.729418,378882411,141.0,6.8,1116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,the taking of pelham 1 2 3,100000000,40.597856,150166126,106.0,6.2,954,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284,little fockers,100000000,32.389353,310650585,98.0,5.4,1060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,the other guys,100000000,24.399642,170432927,107.0,6.1,1383,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,eraser,100000000,24.507987,242295562,115.0,5.6,543,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
287,django unchained,100000000,82.121691,425368238,165.0,7.8,10099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
288,the hunchback of notre dame,100000000,46.727940999999994,100138851,91.0,6.8,1129,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
289,the emperors new groove,100000000,51.113717,169327687,78.0,7.2,1490,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
290,the expendables 2,100000000,53.73289200000001,312573423,103.0,6.1,2896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,national treasure,100000000,58.849256000000004,347451894,131.0,6.4,1926,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292,eragon,100000000,30.863434,249288105,104.0,4.9,967,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
293,where the wild things are,100000000,31.586215000000003,100086793,101.0,6.4,572,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
294,epic,100000000,36.711378,268426634,102.0,6.4,1121,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
295,the tourist,100000000,41.426678,278731369,103.0,6.0,1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
296,end of days,100000000,20.652943,211989043,121.0,5.5,482,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
297,blood diamond,100000000,52.792678,170877916,143.0,7.3,2281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
298,the wolf of wall street,100000000,95.00793399999999,392000694,180.0,7.9,6571,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,batman forever,100000000,48.205606,336529144,121.0,5.2,1498,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,starship troopers,105000000,58.782359,121214377,129.0,6.7,1560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
301,cloud atlas,102000000,73.872343,130482868,172.0,6.6,2977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
302,legend of the guardians the owls of gahoole,80000000,37.321847999999996,140073390,97.0,6.5,703,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
303,catwoman,100000000,32.271938,82102379,104.0,4.2,808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,hercules,100000000,76.842247,243400000,99.0,5.6,1680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,treasure planet,140000000,38.924136,109578115,95.0,7.2,948,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
306,land of the lost,100000000,19.38841,68688831,102.0,5.3,381,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,the expendables 3,90000000,61.025639,206172544,127.0,6.1,1795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,point break,105000000,33.507289,133718711,114.0,5.5,783,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,son of the mask,84000000,17.815595000000002,0,94.0,3.6,338,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
310,in the heart of the sea,100000000,50.767332,93820758,122.0,6.5,1276,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
311,the adventures of pluto nash,100000000,12.092241,7103973,95.0,4.4,142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,green zone,100000000,30.254021,94882889,115.0,6.4,717,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
313,the peanuts movie,99000000,34.308098,246233113,88.0,6.5,604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,the spanish prisoner,10000000,3.091077,13835130,110.0,7.1,73,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
315,the mummy returns,98000000,41.862983,433013274,130.0,6.0,2206,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,gangs of new york,100000000,46.160047999999996,193772504,167.0,7.1,1910,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
317,the flowers of war,94000000,12.516546,95311434,145.0,7.1,187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
318,surfs up,85000000,23.230851,149044513,85.0,5.9,601,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,the stepford wives,90000000,19.224754,102000000,93.0,5.4,334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
320,black hawk down,92000000,44.455166,172989651,144.0,7.2,1811,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
321,the campaign,0,16.460356,104907746,85.0,5.6,578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,the fifth element,90000000,109.528572,263920180,126.0,7.3,3885,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
323,sex and the city 2,100000000,18.325897,288347692,146.0,5.4,426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
324,the road to el dorado,95000000,37.054553999999996,76432727,89.0,7.0,858,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,ice age continental drift,95000000,65.22986800000001,877244782,88.0,6.2,2672,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,cinderella,95000000,101.18705200000001,543514353,105.0,6.7,2374,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
327,the lovely bones,65000000,29.257137,93525586,136.0,6.6,1065,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
328,finding nemo,94000000,85.688789,940335536,100.0,7.6,6122,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,the lord of the rings the return of the king,94000000,123.63033200000001,1118888979,201.0,8.1,8064,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,the lord of the rings the two towers,79000000,106.914973,926287400,179.0,8.0,7487,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,seventh son,95000000,63.628459,114178613,102.0,5.2,957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,lara croft tomb raider,115000000,41.498631,274703340,100.0,5.7,2192,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
333,transcendence,100000000,58.991388,103039258,119.0,5.9,2295,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
334,jurassic park iii,93000000,1.859364,368780809,92.0,5.7,2077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
335,rise of the planet of the apes,93000000,138.433168,482860185,105.0,7.0,4347,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
336,the spiderwick chronicles,90000000,21.436682,162839667,95.0,6.3,572,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337,a good day to die hard,92000000,65.40259499999999,304654182,98.0,5.2,3493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,the alamo,145000000,10.660441,25819961,137.0,5.8,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
339,the incredibles,92000000,77.817571,631442092,115.0,7.4,5152,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,cutthroat island,98000000,7.029308,10017322,119.0,5.7,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,percy jackson  the olympians the lightning thief,95000000,61.121717000000004,226497209,118.0,6.0,2010,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
342,men in black,90000000,104.121555,589390539,98.0,6.9,4412,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,toy story 2,90000000,73.575118,497366869,92.0,7.3,3806,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,unstoppable,100000000,37.698465,167805466,98.0,6.3,1165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,rush hour 2,90000000,35.814765,347325802,90.0,6.4,1054,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,what lies beneath,100000000,15.835672,155464351,130.0,6.3,488,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
347,cloudy with a chance of meatballs,100000000,46.781182,242988466,90.0,6.5,1747,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,ice age dawn of the dinosaurs,90000000,69.457898,886686817,94.0,6.5,2271,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,the secret life of walter mitty,90000000,43.348022,188133322,114.0,7.0,3144,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
350,charlies angels,92000000,40.20395,264105545,98.0,5.6,1232,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,the departed,90000000,63.429157,289847354,151.0,7.9,4339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
352,mulan,90000000,67.427755,304320254,88.0,7.6,2008,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,tropic thunder,92000000,43.192048,188072649,107.0,6.5,1667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,the girl with the dragon tattoo,90000000,47.651083,232617430,158.0,7.2,2434,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
355,die hard with a vengeance,90000000,51.881077000000005,366101666,128.0,6.9,2066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,sherlock holmes,90000000,57.834787,524028679,128.0,7.0,5766,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
357,benhur,100000000,29.608321999999998,94061311,125.0,5.3,621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358,atlantis the lost empire,120000000,51.548589,186053725,95.0,6.7,1224,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
359,alvin and the chipmunks the road chip,0,27.867368,233755553,92.0,5.8,428,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360,valkyrie,75000000,38.832842,200276000,121.0,6.7,1173,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
361,you dont mess with the zohan,90000000,40.597344,201596308,113.0,5.5,1048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,pixels,88000000,140.849495,243637091,105.0,5.6,2513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,ai artificial intelligence,100000000,34.035114,235926552,146.0,6.8,1974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
364,the haunted mansion,90000000,16.302378,182290266,99.0,5.2,466,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
365,contact,90000000,55.249433999999994,171120329,150.0,7.2,1308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
366,hollow man,95000000,28.200874,190213455,112.0,5.6,634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
367,the interpreter,80000000,18.69984,162944923,128.0,6.2,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,percy jackson sea of monsters,90000000,40.262260999999995,174578751,106.0,5.9,1648,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
369,lara croft tomb raider the cradle of life,95000000,56.81105600000001,156505388,117.0,5.5,1418,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
370,now you see me 2,90000000,51.535701,334901337,129.0,6.7,3235,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
371,the saint,68000000,20.913852,118063304,116.0,5.9,302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
